STNAME,CTYNAME,POPESTIMATE2018,POPESTIMATE2019,INTERNATIONALMIG2018,DOMESTICMIG2018,NETMIG2018
Alabama,Alabama,4887681,4903185,3379,5279,8658
Alabama,Autauga County,55533,55869,-7,37,30
Alabama,Baldwin County,217855,223234,97,5224,5321
Alabama,Barbour County,24872,24686,12,-231,-219
Alabama,Bibb County,22367,22394,10,-164,-154
Alabama,Blount County,57771,57826,5,-9,-4
Alabama,Bullock County,10174,10101,13,-28,-15
Alabama,Butler County,19631,19448,17,-216,-199
Alabama,Calhoun County,114331,113605,103,-159,-56
Alabama,Chambers County,33600,33254,6,-57,-51
Alabama,Cherokee County,26014,26196,-3,338,335
Alabama,Chilton County,44163,44428,35,-5,30
Alabama,Choctaw County,12833,12589,-2,-49,-51
Alabama,Clarke County,23918,23622,-5,-133,-138
Alabama,Clay County,13294,13235,-2,-41,-43
Alabama,Cleburne County,15010,14910,-11,122,111
Alabama,Coffee County,51950,52342,51,-16,35
Alabama,Colbert County,55004,55241,75,327,402
Alabama,Conecuh County,12292,12067,1,-102,-101
Alabama,Coosa County,10643,10663,15,-72,-57
Alabama,Covington County,36953,37049,-5,23,18
Alabama,Crenshaw County,13825,13772,3,5,8
Alabama,Cullman County,83418,83768,34,623,657
Alabama,Dale County,49143,49172,19,-338,-319
Alabama,Dallas County,38294,37196,5,-854,-849
Alabama,DeKalb County,71407,71513,53,-58,-5
Alabama,Elmore County,81011,81209,21,-504,-483
Alabama,Escambia County,36524,36633,-1,-418,-419
Alabama,Etowah County,102611,102268,37,-154,-117
Alabama,Fayette County,16445,16302,5,16,21
Alabama,Franklin County,31298,31362,28,-336,-308
Alabama,Geneva County,26306,26271,-7,-4,-11
Alabama,Greene County,8209,8111,0,-86,-86
Alabama,Hale County,14749,14651,-3,-61,-64
Alabama,Henry County,17173,17205,-1,104,103
Alabama,Houston County,104770,105882,23,224,247
Alabama,Jackson County,51621,51626,-7,-69,-76
Alabama,Jefferson County,659429,658573,453,-1827,-1374
Alabama,Lamar County,13882,13805,-1,4,3
Alabama,Lauderdale County,92604,92729,35,214,249
Alabama,Lawrence County,32941,32924,-3,-61,-64
Alabama,Lee County,163656,164542,283,1159,1442
Alabama,Limestone County,96177,98915,62,1855,1917
Alabama,Lowndes County,9974,9726,-1,-109,-110
Alabama,Macon County,18321,18068,1,-428,-427
Alabama,Madison County,367004,372909,450,3817,4267
Alabama,Marengo County,19056,18863,8,-256,-248
Alabama,Marion County,29750,29709,3,94,97
Alabama,Marshall County,96170,96774,65,229,294
Alabama,Mobile County,413908,413210,440,-1677,-1237
Alabama,Monroe County,21062,20733,-2,-155,-157
Alabama,Montgomery County,226504,226486,302,-2092,-1790
Alabama,Morgan County,119203,119679,148,130,278
Alabama,Perry County,9070,8923,1,-230,-229
Alabama,Pickens County,19980,19930,14,-241,-227
Alabama,Pike County,33242,33114,75,-230,-155
Alabama,Randolph County,22727,22722,-6,101,95
Alabama,Russell County,57784,57961,-58,683,625
Alabama,St. Clair County,88654,89512,23,642,665
Alabama,Shelby County,215583,217702,173,1037,1210
Alabama,Sumter County,12634,12427,27,-128,-101
Alabama,Talladega County,80137,79978,38,160,198
Alabama,Tallapoosa County,40535,40367,2,44,46
Alabama,Tuscaloosa County,208319,209355,220,-159,61
Alabama,Walker County,63669,63521,-3,32,29
Alabama,Washington County,16402,16326,14,-140,-126
Alabama,Wilcox County,10599,10373,0,-81,-81
Alabama,Winston County,23693,23629,2,13,15
Alaska,Alaska,735139,731545,537,-10757,-10220
Alaska,Aleutians East Borough,3395,3337,45,-116,-71
Alaska,Aleutians West Census Area,5640,5634,52,-169,-117
Alaska,Anchorage Municipality,290521,288000,290,-6344,-6054
Alaska,Bethel Census Area,18219,18386,2,-135,-133
Alaska,Bristol Bay Borough,880,836,1,9,10
Alaska,Denali Borough,2032,2097,8,-60,-52
Alaska,Dillingham Census Area,4991,4916,1,2,3
Alaska,Fairbanks North Star Borough,98565,96849,-23,-2166,-2189
Alaska,Haines Borough,2488,2530,-1,-51,-52
Alaska,Hoonah-Angoon Census Area,2155,2148,4,9,13
Alaska,Juneau City and Borough,32037,31974,19,-219,-200
Alaska,Kenai Peninsula Borough,58561,58708,19,-208,-189
Alaska,Ketchikan Gateway Borough,13856,13901,24,-75,-51
Alaska,Kodiak Island Borough,13250,12998,11,-399,-388
Alaska,Kusilvak Census Area,8323,8314,7,-82,-75
Alaska,Lake and Peninsula Borough,1596,1592,3,-48,-45
Alaska,Matanuska-Susitna Borough,107115,108317,17,149,166
Alaska,Nome Census Area,10053,10004,2,-62,-60
Alaska,North Slope Borough,9850,9832,1,-75,-74
Alaska,Northwest Arctic Borough,7694,7621,7,-195,-188
Alaska,Petersburg Borough,3244,3266,2,-33,-31
Alaska,Prince of Wales-Hyder Census Area,6360,6203,2,-87,-85
Alaska,Sitka City and Borough,8554,8493,18,-137,-119
Alaska,Skagway Municipality,1169,1183,0,-4,-4
Alaska,Southeast Fairbanks Census Area,6937,6893,23,-59,-36
Alaska,Valdez-Cordova Census Area,9161,9202,-4,-127,-131
Alaska,Wrangell City and Borough,2538,2502,5,6,11
Alaska,Yakutat City and Borough,596,579,1,-11,-10
Alaska,Yukon-Koyukuk Census Area,5359,5230,1,-70,-69
Arizona,Arizona,7158024,7278717,7937,84113,92050
Arizona,Apache County,71731,71887,40,-56,-16
Arizona,Cochise County,126411,125922,96,1483,1579
Arizona,Coconino County,142523,143476,24,890,914
Arizona,Gila County,53801,54018,7,456,463
Arizona,Graham County,37995,38837,32,302,334
Arizona,Greenlee County,9448,9498,7,-97,-90
Arizona,La Paz County,21039,21108,64,387,451
Arizona,Maricopa County,4402403,4485414,5676,49531,55207
Arizona,Mohave County,209292,212181,-248,4072,3824
Arizona,Navajo County,110242,110924,42,813,855
Arizona,Pima County,1036554,1047279,1226,8026,9252
Arizona,Pinal County,446806,462789,492,13468,13960
Arizona,Santa Cruz County,46395,46498,52,-551,-499
Arizona,Yavapai County,231772,235099,-65,5154,5089
Arizona,Yuma County,211612,213787,492,235,727
Arkansas,Arkansas,3009733,3017804,588,2294,2882
Arkansas,Arkansas County,17726,17486,3,-141,-138
Arkansas,Ashley County,20012,19657,-4,-250,-254
Arkansas,Baxter County,41624,41932,-1,644,643
Arkansas,Benton County,272266,279141,176,3658,3834
Arkansas,Boone County,37385,37432,-11,-29,-40
Arkansas,Bradley County,10838,10763,-5,53,48
Arkansas,Calhoun County,5227,5189,-1,47,46
Arkansas,Carroll County,28097,28380,24,204,228
Arkansas,Chicot County,10442,10118,-2,-165,-167
Arkansas,Clark County,22313,22320,2,122,124
Arkansas,Clay County,14763,14551,0,-48,-48
Arkansas,Cleburne County,24994,24919,-7,93,86
Arkansas,Cleveland County,7995,7956,-1,-162,-163
Arkansas,Columbia County,23586,23457,9,-64,-55
Arkansas,Conway County,20825,20846,-1,34,33
Arkansas,Craighead County,108816,110332,46,1081,1127
Arkansas,Crawford County,63379,63257,21,370,391
Arkansas,Crittenden County,48363,47955,-7,-526,-533
Arkansas,Cross County,16630,16419,2,-182,-180
Arkansas,Dallas County,7152,7009,-2,-164,-166
Arkansas,Desha County,11507,11361,-2,-201,-203
Arkansas,Drew County,18328,18219,-5,-68,-73
Arkansas,Faulkner County,125138,126007,40,951,991
Arkansas,Franklin County,17764,17715,9,-49,-40
Arkansas,Fulton County,12308,12477,5,259,264
Arkansas,Garland County,98966,99386,-27,971,944
Arkansas,Grant County,18180,18265,-6,101,95
Arkansas,Greene County,45339,45325,-7,291,284
Arkansas,Hempstead County,21685,21532,-14,-213,-227
Arkansas,Hot Spring County,33672,33771,-1,124,123
Arkansas,Howard County,13302,13202,-2,-47,-49
Arkansas,Independence County,37768,37825,-7,244,237
Arkansas,Izard County,13582,13629,2,-8,-6
Arkansas,Jackson County,16753,16719,-2,-240,-242
Arkansas,Jefferson County,68067,66824,6,-1163,-1157
Arkansas,Johnson County,26659,26578,-4,185,181
Arkansas,Lafayette County,6679,6624,-1,-109,-110
Arkansas,Lawrence County,16432,16406,-3,-83,-86
Arkansas,Lee County,8976,8857,0,-136,-136
Arkansas,Lincoln County,13184,13024,1,-239,-238
Arkansas,Little River County,12297,12259,-3,-50,-53
Arkansas,Logan County,21673,21466,10,-19,-9
Arkansas,Lonoke County,73391,73309,-26,474,448
Arkansas,Madison County,16362,16576,12,13,25
Arkansas,Marion County,16665,16694,-4,363,359
Arkansas,Miller County,43362,43257,-28,-387,-415
Arkansas,Mississippi County,41236,40651,-19,-919,-938
Arkansas,Monroe County,6880,6701,0,-118,-118
Arkansas,Montgomery County,8910,8986,4,67,71
Arkansas,Nevada County,8308,8252,-3,1,-2
Arkansas,Newton County,7800,7753,0,-2,-2
Arkansas,Ouachita County,23620,23382,2,-113,-111
Arkansas,Perry County,10380,10455,1,37,38
Arkansas,Phillips County,18054,17782,-4,-551,-555
Arkansas,Pike County,10666,10718,2,-30,-28
Arkansas,Poinsett County,23903,23528,-4,-148,-152
Arkansas,Polk County,20019,19964,-3,-71,-74
Arkansas,Pope County,63594,64072,16,-224,-208
Arkansas,Prairie County,8082,8062,-2,-143,-145
Arkansas,Pulaski County,391918,391911,145,-2936,-2791
Arkansas,Randolph County,17970,17958,-6,347,341
Arkansas,St. Francis County,25509,24994,7,-511,-504
Arkansas,Saline County,121074,122437,-3,1418,1415
Arkansas,Scott County,10339,10281,-5,-41,-46
Arkansas,Searcy County,7930,7881,2,25,27
Arkansas,Sebastian County,127570,127827,-50,-590,-640
Arkansas,Sevier County,17061,17007,-22,-125,-147
Arkansas,Sharp County,17290,17442,2,221,223
Arkansas,Stone County,12454,12506,-8,-1,-9
Arkansas,Union County,39139,38682,-2,-226,-228
Arkansas,Van Buren County,16635,16545,11,173,184
Arkansas,Washington County,236611,239187,343,1886,2229
Arkansas,White County,78381,78753,-28,-498,-526
Arkansas,Woodruff County,6466,6320,0,-93,-93
Arkansas,Yell County,21462,21341,28,-80,-52
California,California,39461588,39512223,71300,-155281,-83981
California,Alameda County,1666756,1671329,8473,-10045,-1572
California,Alpine County,1089,1129,1,-23,-22
California,Amador County,39405,39752,17,952,969
California,Butte County,230339,219186,99,1684,1783
California,Calaveras County,45698,45905,15,92,107
California,Colusa County,21418,21547,-36,-237,-273
California,Contra Costa County,1150519,1153526,2942,-1982,960
California,Del Norte County,27740,27812,14,369,383
California,El Dorado County,190746,192843,71,1964,2035
California,Fresno County,991950,999101,495,-1009,-514
California,Glenn County,27967,28393,-33,-28,-61
California,Humboldt County,136244,135558,-15,-231,-246
California,Imperial County,181523,181215,34,-1808,-1774
California,Inyo County,17946,18039,18,48,66
California,Kern County,893758,900202,40,-288,-248
California,Kings County,151382,152940,-148,423,275
California,Lake County,64317,64386,-29,331,302
California,Lassen County,30618,30573,7,-404,-397
California,Los Angeles County,10073906,10039107,20835,-98218,-77383
California,Madera County,156882,157327,-148,502,354
California,Marin County,259662,258826,427,-709,-282
California,Mariposa County,17405,17203,9,32,41
California,Mendocino County,87401,86749,-60,-213,-273
California,Merced County,274151,277680,-150,1046,896
California,Modoc County,8800,8841,5,-63,-58
California,Mono County,14403,14444,62,-109,-47
California,Monterey County,433950,434061,-203,-3544,-3747
California,Napa County,138789,137744,-20,-1120,-1140
California,Nevada County,99508,99755,0,370,370
California,Orange County,3175973,3175692,5987,-20019,-14032
California,Placer County,392330,398329,49,6905,6954
California,Plumas County,18741,18807,-3,138,135
California,Riverside County,2445789,2470546,242,18996,19238
California,Sacramento County,1538746,1552058,2996,1642,4638
California,San Benito County,61467,62808,-43,917,874
California,San Bernardino County,2166753,2180085,36,1584,1620
California,San Diego County,3333861,3338330,5575,-10815,-5240
California,San Francisco County,880696,881549,4497,-4513,-16
California,San Joaquin County,752491,762148,660,4446,5106
California,San Luis Obispo County,283354,283111,-16,873,857
California,San Mateo County,768681,766573,3568,-7298,-3730
California,Santa Barbara County,445780,446499,491,-2157,-1666
California,Santa Clara County,1932337,1927852,13262,-24573,-11311
California,Santa Cruz County,273841,273213,48,-1858,-1810
California,Shasta County,179709,180080,194,483,677
California,Sierra County,2997,3005,0,-8,-8
California,Siskiyou County,43550,43539,3,35,38
California,Solano County,445725,447643,198,617,815
California,Sonoma County,498643,494336,74,-4202,-4128
California,Stanislaus County,548126,550660,140,372,512
California,Sutter County,96348,96971,81,-372,-291
California,Tehama County,64018,65084,-31,94,63
California,Trinity County,12567,12285,-1,-132,-133
California,Tulare County,464589,466195,-286,-1241,-1527
California,Tuolumne County,54387,54478,19,568,587
California,Ventura County,848142,846006,27,-3998,-3971
California,Yolo County,220118,220500,841,-70,771
California,Yuba County,77557,78668,-30,523,493
Colorado,Colorado,5691287,5758736,10646,42539,53185
Colorado,Adams County,511354,517421,1217,2686,3903
Colorado,Alamosa County,16248,16233,12,50,62
Colorado,Arapahoe County,651797,656590,2561,1186,3747
Colorado,Archuleta County,13730,14029,9,395,404
Colorado,Baca County,3584,3581,3,32,35
Colorado,Bent County,5808,5577,2,4,6
Colorado,Boulder County,324636,326196,961,491,1452
Colorado,Broomfield County,69324,70465,103,667,770
Colorado,Chaffee County,20041,20356,8,404,412
Colorado,Cheyenne County,1859,1831,6,3,9
Colorado,Clear Creek County,9604,9700,23,-8,15
Colorado,Conejos County,8181,8205,3,27,30
Colorado,Costilla County,3812,3887,10,45,55
Colorado,Crowley County,5957,6061,34,82,116
Colorado,Custer County,4934,5068,-1,86,85
Colorado,Delta County,30884,31162,1,507,508
Colorado,Denver County,716265,727211,2314,4535,6849
Colorado,Dolores County,2060,2055,0,21,21
Colorado,Douglas County,342989,351154,560,4565,5125
Colorado,Eagle County,54943,55127,114,-570,-456
Colorado,Elbert County,26303,26729,33,455,488
Colorado,El Paso County,712089,720403,346,7007,7353
Colorado,Fremont County,47959,47839,-5,577,572
Colorado,Garfield County,59701,60061,63,171,234
Colorado,Gilpin County,6112,6243,0,76,76
Colorado,Grand County,15511,15734,10,102,112
Colorado,Gunnison County,17167,17462,7,240,247
Colorado,Hinsdale County,808,820,0,22,22
Colorado,Huerfano County,6887,6897,4,294,298
Colorado,Jackson County,1395,1392,1,19,20
Colorado,Jefferson County,579392,582881,613,2164,2777
Colorado,Kiowa County,1379,1406,0,16,16
Colorado,Kit Carson County,7159,7097,8,-7,1
Colorado,Lake County,7846,8127,-1,29,28
Colorado,La Plata County,56299,56221,-12,610,598
Colorado,Larimer County,350660,356899,538,5095,5633
Colorado,Las Animas County,14508,14506,17,316,333
Colorado,Lincoln County,5606,5701,4,65,69
Colorado,Logan County,22268,22409,6,-88,-82
Colorado,Mesa County,152951,154210,-13,1629,1616
Colorado,Mineral County,772,769,0,18,18
Colorado,Moffat County,13183,13283,19,9,28
Colorado,Montezuma County,26152,26183,-17,46,29
Colorado,Montrose County,42206,42758,15,440,455
Colorado,Morgan County,28769,29068,200,70,270
Colorado,Otero County,18338,18278,7,12,19
Colorado,Ouray County,4822,4952,1,18,19
Colorado,Park County,18525,18845,-7,622,615
Colorado,Phillips County,4285,4265,23,-28,-5
Colorado,Pitkin County,17976,17767,94,-169,-75
Colorado,Prowers County,12079,12172,17,9,26
Colorado,Pueblo County,167422,168424,70,1091,1161
Colorado,Rio Blanco County,6330,6324,11,-64,-53
Colorado,Rio Grande County,11271,11267,12,-45,-33
Colorado,Routt County,25507,25638,42,198,240
Colorado,Saguache County,6840,6824,9,175,184
Colorado,San Juan County,764,728,0,47,47
Colorado,San Miguel County,8180,8179,41,58,99
Colorado,Sedgwick County,2276,2248,-1,-30,-31
Colorado,Summit County,30817,31011,115,-338,-223
Colorado,Teller County,25113,25388,-3,451,448
Colorado,Washington County,4888,4908,-1,-32,-33
Colorado,Weld County,314815,324492,394,6083,6477
Colorado,Yuma County,9947,10019,46,-102,-56
Connecticut,Connecticut,3571520,3565287,18498,-23976,-5478
Connecticut,Fairfield County,943971,943332,5483,-7265,-1782
Connecticut,Hartford County,892580,891720,6070,-7574,-1504
Connecticut,Litchfield County,181095,180333,329,-453,-124
Connecticut,Middlesex County,162870,162436,327,-87,240
Connecticut,New Haven County,856971,854757,4776,-6194,-1418
Connecticut,New London County,266285,265206,477,-1684,-1207
Connecticut,Tolland County,150689,150721,463,-812,-349
Connecticut,Windham County,117059,116782,573,93,666
Delaware,Delaware,965479,973764,484,6851,7335
Delaware,Kent County,178540,180786,54,1502,1556
Delaware,New Castle County,557550,558753,454,-99,355
Delaware,Sussex County,229389,234225,-24,5448,5424
District of Columbia,District of Columbia,701547,705749,2749,-318,2431
District of Columbia,District of Columbia,701547,705749,2749,-318,2431
Florida,Florida,21244317,21477737,131600,135530,267130
Florida,Alachua County,268851,269043,1040,753,1793
Florida,Baker County,28353,29210,5,61,66
Florida,Bay County,186240,174705,437,868,1305
Florida,Bradford County,27752,28201,6,649,655
Florida,Brevard County,595203,601942,1035,8971,10006
Florida,Broward County,1946107,1952778,15473,-10311,5162
Florida,Calhoun County,14543,14105,0,168,168
Florida,Charlotte County,184849,188910,208,4842,5050
Florida,Citrus County,147682,149657,14,3860,3874
Florida,Clay County,215908,219252,305,3075,3380
Florida,Collier County,378201,384902,2126,3816,5942
Florida,Columbia County,70668,71686,64,714,778
Florida,DeSoto County,37368,38001,156,-34,122
Florida,Dixie County,16685,16826,-3,149,146
Florida,Duval County,948652,957755,2823,3745,6568
Florida,Escambia County,315104,318316,47,1587,1634
Florida,Flagler County,112085,115081,152,2491,2643
Florida,Franklin County,11676,12125,2,-30,-28
Florida,Gadsden County,45927,45660,50,-183,-133
Florida,Gilchrist County,18284,18582,10,403,413
Florida,Glades County,13686,13811,26,131,157
Florida,Gulf County,16146,13639,7,98,105
Florida,Hamilton County,14262,14428,0,-107,-107
Florida,Hardee County,27168,26937,-4,-129,-133
Florida,Hendry County,41336,42022,370,-342,28
Florida,Hernando County,190582,193920,366,4812,5178
Florida,Highlands County,104933,106221,469,1413,1882
Florida,Hillsborough County,1451919,1471968,9681,9497,19178
Florida,Holmes County,19443,19617,-3,63,60
Florida,Indian River County,157187,159923,223,3549,3772
Florida,Jackson County,48112,46414,37,-69,-32
Florida,Jefferson County,14321,14246,6,176,182
Florida,Lafayette County,8691,8422,94,21,115
Florida,Lake County,356720,367118,1155,11235,12390
Florida,Lee County,754470,770577,2995,12202,15197
Florida,Leon County,291657,293582,537,-811,-274
Florida,Levy County,40798,41503,25,586,611
Florida,Liberty County,8427,8354,-1,198,197
Florida,Madison County,18540,18493,30,71,101
Florida,Manatee County,394387,403253,1067,8532,9599
Florida,Marion County,359062,365579,668,6857,7525
Florida,Martin County,160742,161000,170,1613,1783
Florida,Miami-Dade County,2714854,2716940,41730,-50752,-9022
Florida,Monroe County,74757,74228,265,-1991,-1726
Florida,Nassau County,85936,88625,43,3044,3087
Florida,Okaloosa County,206934,210738,55,2566,2621
Florida,Okeechobee County,41654,42168,65,248,313
Florida,Orange County,1381540,1393452,17622,-253,17369
Florida,Osceola County,368456,375751,8529,4435,12964
Florida,Palm Beach County,1482876,1496770,9033,3926,12959
Florida,Pasco County,539090,553947,952,14345,15297
Florida,Pinellas County,973058,974996,2059,6996,9055
Florida,Polk County,706597,724777,3672,16911,20583
Florida,Putnam County,74043,74521,23,877,900
Florida,St. Johns County,253814,264672,182,9775,9957
Florida,St. Lucie County,320425,328297,854,6770,7624
Florida,Santa Rosa County,179295,184313,-96,4974,4878
Florida,Sarasota County,426329,433742,803,8858,9661
Florida,Seminole County,468122,471826,2470,1790,4260
Florida,Sumter County,128719,132420,-15,5265,5250
Florida,Suwannee County,44179,44417,6,174,180
Florida,Taylor County,21545,21569,13,-221,-208
Florida,Union County,15328,15237,8,-40,-32
Florida,Volusia County,546101,553284,1427,9438,10865
Florida,Wakulla County,32413,33739,18,276,294
Florida,Walton County,70732,74071,5,2639,2644
Florida,Washington County,24793,25473,9,290,299
Georgia,Georgia,10511131,10617423,16863,39981,56844
Georgia,Appling County,18526,18386,2,61,63
Georgia,Atkinson County,8262,8165,-2,25,23
Georgia,Bacon County,11132,11164,-5,-90,-95
Georgia,Baker County,3086,3038,-1,-90,-91
Georgia,Baldwin County,44893,44890,26,-32,-6
Georgia,Banks County,18972,19234,11,296,307
Georgia,Barrow County,80834,83240,44,1537,1581
Georgia,Bartow County,106378,107738,19,1001,1020
Georgia,Ben Hill County,16822,16700,6,-211,-205
Georgia,Berrien County,19266,19397,15,118,133
Georgia,Bibb County,152903,153159,136,-388,-252
Georgia,Bleckley County,12821,12873,5,51,56
Georgia,Brantley County,18985,19109,1,133,134
Georgia,Brooks County,15479,15457,12,-134,-122
Georgia,Bryan County,38059,39627,-21,820,799
Georgia,Bulloch County,77242,79608,104,762,866
Georgia,Burke County,22439,22383,-1,-164,-165
Georgia,Butts County,24192,24936,-2,144,142
Georgia,Calhoun County,6353,6189,2,-46,-44
Georgia,Camden County,53651,54666,-53,299,246
Georgia,Candler County,10827,10803,2,105,107
Georgia,Carroll County,117997,119992,91,105,196
Georgia,Catoosa County,67380,67580,1,894,895
Georgia,Charlton County,12919,13392,97,14,111
Georgia,Chatham County,289166,289430,428,-1683,-1255
Georgia,Chattahoochee County,10600,10907,-8,195,187
Georgia,Chattooga County,24782,24789,5,84,89
Georgia,Cherokee County,253914,258773,212,4769,4981
Georgia,Clarke County,127268,128331,371,-514,-143
Georgia,Clay County,2884,2834,-2,-59,-61
Georgia,Clayton County,289197,292256,547,2043,2590
Georgia,Clinch County,6603,6618,8,-67,-59
Georgia,Cobb County,756070,760141,1858,-2924,-1066
Georgia,Coffee County,43055,43273,-1,14,13
Georgia,Colquitt County,45455,45600,-18,-102,-120
Georgia,Columbia County,154077,156714,42,1716,1758
Georgia,Cook County,17171,17270,0,-71,-71
Georgia,Coweta County,145998,148509,180,2049,2229
Georgia,Crawford County,12334,12404,7,69,76
Georgia,Crisp County,22617,22372,11,-122,-111
Georgia,Dade County,16227,16116,-7,22,15
Georgia,Dawson County,25127,26108,6,721,727
Georgia,Decatur County,26573,26404,-4,-130,-134
Georgia,DeKalb County,754906,759297,3908,-6370,-2462
Georgia,Dodge County,20793,20605,5,11,16
Georgia,Dooly County,13709,13390,-2,48,46
Georgia,Dougherty County,89200,87956,76,-572,-496
Georgia,Douglas County,145024,146343,38,877,915
Georgia,Early County,10286,10190,4,-35,-31
Georgia,Echols County,4000,4006,7,40,47
Georgia,Effingham County,62228,64296,38,1799,1837
Georgia,Elbert County,19095,19194,-2,50,48
Georgia,Emanuel County,22607,22646,-2,110,108
Georgia,Evans County,10702,10654,0,-60,-60
Georgia,Fannin County,25981,26188,-5,781,776
Georgia,Fayette County,113181,114421,170,555,725
Georgia,Floyd County,97964,98498,175,272,447
Georgia,Forsyth County,236993,244252,438,6379,6817
Georgia,Franklin County,23034,23349,26,186,212
Georgia,Fulton County,1050131,1063937,3043,2711,5754
Georgia,Gilmer County,30835,31369,-1,444,443
Georgia,Glascock County,2977,2971,0,-55,-55
Georgia,Glynn County,84975,85292,16,295,311
Georgia,Gordon County,57628,57963,26,318,344
Georgia,Grady County,24774,24633,29,-79,-50
Georgia,Greene County,17733,18324,34,530,564
Georgia,Gwinnett County,927337,936250,3036,-903,2133
Georgia,Habersham County,45373,45328,5,762,767
Georgia,Hall County,201538,204441,136,1404,1540
Georgia,Hancock County,8368,8457,7,-126,-119
Georgia,Haralson County,29561,29792,-2,343,341
Georgia,Harris County,34560,35236,-4,592,588
Georgia,Hart County,26071,26205,-2,379,377
Georgia,Heard County,11871,11923,-2,110,108
Georgia,Henry County,229728,234561,140,3582,3722
Georgia,Houston County,155523,157863,171,1474,1645
Georgia,Irwin County,9396,9416,-1,37,36
Georgia,Jackson County,70325,72977,24,2375,2399
Georgia,Jasper County,14029,14219,-1,142,141
Georgia,Jeff Davis County,15048,15115,9,-33,-24
Georgia,Jefferson County,15424,15362,4,-151,-147
Georgia,Jenkins County,8765,8676,9,-77,-68
Georgia,Johnson County,9706,9643,-2,-41,-43
Georgia,Jones County,28680,28735,0,231,231
Georgia,Lamar County,18961,19077,25,340,365
Georgia,Lanier County,10355,10423,-7,-117,-124
Georgia,Laurens County,47336,47546,2,-78,-76
Georgia,Lee County,29751,29992,7,238,245
Georgia,Liberty County,60606,61435,13,-2044,-2031
Georgia,Lincoln County,7925,7921,2,80,82
Georgia,Long County,19091,19559,-16,106,90
Georgia,Lowndes County,116309,117406,67,191,258
Georgia,Lumpkin County,32899,33610,-13,154,141
Georgia,McDuffie County,21532,21312,-11,37,26
Georgia,McIntosh County,14322,14378,-1,257,256
Georgia,Macon County,13160,12947,3,-67,-64
Georgia,Madison County,29642,29880,17,294,311
Georgia,Marion County,8373,8359,-3,-45,-48
Georgia,Meriwether County,21094,21167,0,81,81
Georgia,Miller County,5684,5718,0,-132,-132
Georgia,Mitchell County,22135,21863,8,-155,-147
Georgia,Monroe County,27503,27578,-8,407,399
Georgia,Montgomery County,9168,9172,2,108,110
Georgia,Morgan County,18831,19276,0,429,429
Georgia,Murray County,39943,40096,21,10,31
Georgia,Muscogee County,194169,195769,188,-648,-460
Georgia,Newton County,109421,111744,55,1079,1134
Georgia,Oconee County,39478,40280,116,1135,1251
Georgia,Oglethorpe County,15080,15259,3,175,178
Georgia,Paulding County,164053,168667,50,3637,3687
Georgia,Peach County,27363,27546,11,347,358
Georgia,Pickens County,32014,32591,2,509,511
Georgia,Pierce County,19388,19465,-8,146,138
Georgia,Pike County,18647,18962,0,425,425
Georgia,Polk County,42346,42613,-5,454,449
Georgia,Pulaski County,11080,11137,-2,-104,-106
Georgia,Putnam County,21820,22119,3,133,136
Georgia,Quitman County,2260,2299,0,-64,-64
Georgia,Rabun County,16857,17137,-1,369,368
Georgia,Randolph County,6812,6778,-1,-153,-154
Georgia,Richmond County,201667,202518,64,-898,-834
Georgia,Rockdale County,90505,90896,53,411,464
Georgia,Schley County,5230,5257,12,-43,-31
Georgia,Screven County,13960,13966,2,-20,-18
Georgia,Seminole County,8270,8090,-1,39,38
Georgia,Spalding County,66107,66703,2,678,680
Georgia,Stephens County,26007,25925,0,319,319
Georgia,Stewart County,6435,6621,170,-29,141
Georgia,Sumter County,29796,29524,26,-109,-83
Georgia,Talbot County,6290,6195,0,47,47
Georgia,Taliaferro County,1612,1537,1,-7,-6
Georgia,Tattnall County,25485,25286,84,-35,49
Georgia,Taylor County,8020,8020,0,-74,-74
Georgia,Telfair County,15974,15860,50,-13,37
Georgia,Terrell County,8587,8531,0,-95,-95
Georgia,Thomas County,44334,44451,17,-297,-280
Georgia,Tift County,40542,40644,-5,-5,-10
Georgia,Toombs County,26902,26830,-7,-39,-46
Georgia,Towns County,11866,12037,4,398,402
Georgia,Treutlen County,6813,6901,6,51,57
Georgia,Troup County,70078,69922,94,-257,-163
Georgia,Turner County,7908,7985,0,-4,-4
Georgia,Twiggs County,8174,8120,13,-40,-27
Georgia,Union County,23905,24511,-6,701,695
Georgia,Upson County,26185,26320,-4,82,78
Georgia,Walker County,69443,69761,18,467,485
Georgia,Walton County,93202,94593,-2,1740,1738
Georgia,Ware County,35587,35734,-6,-75,-81
Georgia,Warren County,5247,5254,1,-32,-31
Georgia,Washington County,20410,20374,1,104,105
Georgia,Wayne County,29810,29927,8,24,32
Georgia,Webster County,2606,2607,0,8,8
Georgia,Wheeler County,7898,7855,0,-74,-74
Georgia,White County,29988,30798,20,522,542
Georgia,Whitfield County,104249,104628,50,-514,-464
Georgia,Wilcox County,8827,8635,1,44,45
Georgia,Wilkes County,9864,9777,6,33,39
Georgia,Wilkinson County,9043,8954,0,96,96
Georgia,Worth County,20302,20247,0,-212,-212
Hawaii,Hawaii,1420593,1415872,4412,-12910,-8498
Hawaii,Hawaii County,201509,201513,425,849,1274
Hawaii,Honolulu County,979858,974563,3153,-13468,-10315
Hawaii,Kalawao County,86,86,0,0,0
