STNAME,CTYNAME,POPESTIMATE2018,POPESTIMATE2019,INTERNATIONALMIG2018,DOMESTICMIG2018,NETMIG2018
Montana,Sanders County,11847,12113,-1,186,185
Montana,Sheridan County,3386,3309,0,-96,-96
Montana,Silver Bow County,34739,34915,50,-47,3
Montana,Stillwater County,9483,9642,9,66,75
Montana,Sweet Grass County,3703,3737,2,22,24
Montana,Teton County,6117,6147,6,11,17
Montana,Toole County,4835,4736,-4,-47,-51
Montana,Treasure County,673,696,0,-1,-1
Montana,Valley County,7406,7396,2,-26,-24
Montana,Wheatland County,2184,2126,-2,20,18
Montana,Wibaux County,1030,969,0,17,17
Montana,Yellowstone County,160029,161300,42,421,463
Nebraska,Nebraska,1925614,1934408,3280,-3334,-54
Nebraska,Adams County,31514,31363,58,-432,-374
Nebraska,Antelope County,6308,6298,4,-53,-49
Nebraska,Arthur County,462,463,0,7,7
Nebraska,Banner County,725,745,0,-10,-10
Nebraska,Blaine County,480,465,0,-5,-5
Nebraska,Boone County,5241,5192,2,-88,-86
Nebraska,Box Butte County,10733,10783,2,-117,-115
Nebraska,Boyd County,1950,1919,1,-3,-2
Nebraska,Brown County,2967,2955,0,-33,-33
Nebraska,Buffalo County,49352,49659,37,-314,-277
Nebraska,Burt County,6486,6459,1,-24,-23
Nebraska,Butler County,8043,8016,0,17,17
Nebraska,Cass County,26189,26248,7,209,216
Nebraska,Cedar County,8453,8402,1,-71,-70
Nebraska,Chase County,3937,3924,9,-2,7
Nebraska,Cherry County,5763,5689,-2,-49,-51
Nebraska,Cheyenne County,9282,8910,-3,-375,-378
Nebraska,Clay County,6202,6203,-1,-6,-7
Nebraska,Colfax County,10734,10709,119,-222,-103
Nebraska,Cuming County,8935,8846,-1,-41,-42
Nebraska,Custer County,10830,10777,-2,-39,-41
Nebraska,Dakota County,20002,20026,-3,-229,-232
Nebraska,Dawes County,8705,8589,15,-196,-181
Nebraska,Dawson County,23744,23595,115,-262,-147
Nebraska,Deuel County,1821,1794,1,-37,-36
Nebraska,Dixon County,5700,5636,8,-86,-78
Nebraska,Dodge County,36725,36565,64,-155,-91
Nebraska,Douglas County,566391,571327,1370,44,1414
Nebraska,Dundy County,1764,1693,-3,-9,-12
Nebraska,Fillmore County,5535,5462,0,-18,-18
Nebraska,Franklin County,3013,2979,0,35,35
Nebraska,Frontier County,2600,2627,0,-29,-29
Nebraska,Furnas County,4701,4676,0,-51,-51
Nebraska,Gage County,21495,21513,1,-111,-110
Nebraska,Garden County,1890,1837,0,-4,-4
Nebraska,Garfield County,1974,1969,0,-4,-4
Nebraska,Gosper County,1996,1990,0,-33,-33
Nebraska,Grant County,657,623,0,7,7
Nebraska,Greeley County,2355,2356,0,-14,-14
Nebraska,Hall County,61286,61353,233,-531,-298
Nebraska,Hamilton County,9260,9324,-1,31,30
Nebraska,Harlan County,3386,3380,0,-34,-34
Nebraska,Hayes County,917,922,1,7,8
Nebraska,Hitchcock County,2801,2762,0,3,3
Nebraska,Holt County,10148,10067,6,-37,-31
Nebraska,Hooker County,676,682,0,16,16
Nebraska,Howard County,6457,6445,0,46,46
Nebraska,Jefferson County,7098,7046,9,-66,-57
Nebraska,Johnson County,5115,5071,2,-32,-30
Nebraska,Kearney County,6539,6495,-1,22,21
Nebraska,Keith County,8003,8034,-5,-63,-68
Nebraska,Keya Paha County,806,806,0,12,12
Nebraska,Kimball County,3578,3632,3,12,15
Nebraska,Knox County,8405,8332,2,-44,-42
Nebraska,Lancaster County,316527,319090,827,300,1127
Nebraska,Lincoln County,35148,34914,17,-221,-204
Nebraska,Logan County,755,748,2,-17,-15
Nebraska,Loup County,617,664,0,15,15
Nebraska,McPherson County,490,494,0,-1,-1
Nebraska,Madison County,35189,35099,77,-173,-96
Nebraska,Merrick County,7733,7755,0,-127,-127
Nebraska,Morrill County,4674,4642,3,-125,-122
Nebraska,Nance County,3506,3519,5,-49,-44
Nebraska,Nemaha County,6957,6972,3,-25,-22
Nebraska,Nuckolls County,4207,4148,4,-46,-42
Nebraska,Otoe County,15983,16012,31,-8,23
Nebraska,Pawnee County,2623,2613,0,-2,-2
Nebraska,Perkins County,2902,2891,1,15,16
Nebraska,Phelps County,9006,9034,5,-53,-48
Nebraska,Pierce County,7145,7148,0,22,22
Nebraska,Platte County,33287,33470,73,-207,-134
Nebraska,Polk County,5240,5213,3,-80,-77
Nebraska,Red Willow County,10705,10724,7,-48,-41
Nebraska,Richardson County,7938,7865,1,-16,-15
Nebraska,Rock County,1351,1357,0,-65,-65
Nebraska,Saline County,14336,14224,59,-137,-78
Nebraska,Sarpy County,184062,187196,48,1117,1165
Nebraska,Saunders County,21274,21578,3,222,225
Nebraska,Scotts Bluff County,35925,35618,22,-328,-306
Nebraska,Seward County,17273,17284,9,59,68
Nebraska,Sheridan County,5189,5246,3,-76,-73
Nebraska,Sherman County,3044,3001,0,-49,-49
Nebraska,Sioux County,1186,1166,0,-23,-23
Nebraska,Stanton County,5970,5920,3,-41,-38
Nebraska,Thayer County,5039,5003,2,31,33
Nebraska,Thomas County,714,722,0,-13,-13
Nebraska,Thurston County,7274,7224,1,-13,-12
Nebraska,Valley County,4197,4158,8,-43,-35
Nebraska,Washington County,20617,20729,10,272,282
Nebraska,Wayne County,9318,9385,1,75,76
Nebraska,Webster County,3534,3487,0,37,37
Nebraska,Wheeler County,802,783,0,-17,-17
Nebraska,York County,13748,13679,3,-35,-32
Nevada,Nevada,3027341,3080156,-992,47650,46658
Nevada,Churchill County,24506,24909,-27,445,418
Nevada,Clark County,2226115,2266715,-404,35356,34952
Nevada,Douglas County,48489,48905,-16,728,712
Nevada,Elko County,52539,52778,-45,-251,-296
Nevada,Esmeralda County,827,873,0,-18,-18
Nevada,Eureka County,1998,2029,0,45,45
Nevada,Humboldt County,16778,16831,-1,-32,-33
Nevada,Lander County,5547,5532,-2,-79,-81
Nevada,Lincoln County,5237,5183,-2,46,44
Nevada,Lyon County,55813,57510,-38,1948,1910
Nevada,Mineral County,4544,4505,0,105,105
Nevada,Nye County,45186,46523,-64,1670,1606
Nevada,Pershing County,6685,6725,0,199,199
Nevada,Storey County,3981,4123,-4,25,21
Nevada,Washoe County,464354,471519,-371,6807,6436
Nevada,White Pine County,9540,9580,4,-131,-127
Nevada,Carson City,55202,55916,-22,787,765
New Hampshire,New Hampshire,1353465,1359711,2292,2784,5076
New Hampshire,Belknap County,61145,61303,27,498,525
New Hampshire,Carroll County,48754,48910,9,885,894
New Hampshire,Cheshire County,75901,76085,51,31,82
New Hampshire,Coos County,31486,31563,-3,317,314
New Hampshire,Grafton County,89701,89886,160,-132,28
New Hampshire,Hillsborough County,414630,417025,1272,-554,718
New Hampshire,Merrimack County,150650,151391,299,636,935
New Hampshire,Rockingham County,308287,309769,183,1296,1479
New Hampshire,Strafford County,129797,130633,287,-323,-36
New Hampshire,Sullivan County,43114,43146,7,130,137
New Jersey,New Jersey,8886025,8882190,26340,-51151,-24811
New Jersey,Atlantic County,263989,263670,576,-2110,-1534
New Jersey,Bergen County,932816,932202,2060,-3627,-1567
New Jersey,Burlington County,444745,445349,200,-1319,-1119
New Jersey,Camden County,506353,506471,1099,-2077,-978
New Jersey,Cape May County,92446,92039,129,-248,-119
New Jersey,Cumberland County,150635,149527,561,-1715,-1154
New Jersey,Essex County,798570,798975,3755,-5462,-1707
New Jersey,Gloucester County,291525,291636,183,239,422
New Jersey,Hudson County,671931,672391,5730,-12579,-6849
New Jersey,Hunterdon County,124807,124371,82,-5,77
New Jersey,Mercer County,368188,367430,1510,-2619,-1109
New Jersey,Middlesex County,826172,825062,3655,-7740,-4085
New Jersey,Monmouth County,620459,618795,213,-1678,-1465
New Jersey,Morris County,493070,491845,801,-2385,-1584
New Jersey,Ocean County,601478,607186,122,4559,4681
New Jersey,Passaic County,503183,501826,2467,-6624,-4157
New Jersey,Salem County,62746,62385,88,-204,-116
New Jersey,Somerset County,330181,328934,613,-1523,-910
New Jersey,Sussex County,140801,140488,-1,-340,-341
New Jersey,Union County,556402,556341,2392,-3441,-1049
New Jersey,Warren County,105528,105267,105,-253,-148
New Mexico,New Mexico,2092741,2096829,1437,-5244,-3807
New Mexico,Bernalillo County,678034,679121,738,-2221,-1483
New Mexico,Catron County,3554,3527,0,25,25
New Mexico,Chaves County,64554,64615,25,-748,-723
New Mexico,Cibola County,26766,26675,8,-188,-180
New Mexico,Colfax County,12071,11941,-3,-79,-82
New Mexico,Curry County,49338,48954,-71,-826,-897
New Mexico,De Baca County,1779,1748,1,-19,-18
New Mexico,Doña Ana County,217278,218195,130,-15,115
New Mexico,Eddy County,57729,58460,42,326,368
New Mexico,Grant County,27303,26998,-10,-293,-303
New Mexico,Guadalupe County,4334,4300,0,-64,-64
New Mexico,Harding County,650,625,0,-31,-31
New Mexico,Hidalgo County,4231,4198,1,-69,-68
New Mexico,Lea County,69543,71070,46,-97,-51
New Mexico,Lincoln County,19518,19572,17,75,92
New Mexico,Los Alamos County,18988,19369,62,147,209
New Mexico,Luna County,23877,23709,16,-298,-282
New Mexico,McKinley County,71911,71367,16,-710,-694
New Mexico,Mora County,4487,4521,0,-41,-41
New Mexico,Otero County,66659,67490,213,-6,207
New Mexico,Quay County,8242,8253,16,-55,-39
New Mexico,Rio Arriba County,39023,38921,30,-207,-177
New Mexico,Roosevelt County,18759,18500,33,-306,-273
New Mexico,Sandoval County,145096,146748,7,2244,2251
New Mexico,San Juan County,125499,123958,-14,-1746,-1760
New Mexico,San Miguel County,27480,27277,41,-218,-177
New Mexico,Santa Fe County,149761,150358,57,231,288
New Mexico,Sierra County,10949,10791,1,14,15
New Mexico,Socorro County,16704,16637,47,-230,-183
New Mexico,Taos County,32699,32723,-15,-14,-29
New Mexico,Torrance County,15512,15461,22,-66,-44
New Mexico,Union County,4108,4059,-2,-75,-77
New Mexico,Valencia County,76305,76688,-17,316,299
New York,New York,19530351,19453561,55959,-181262,-125303
New York,Albany County,306585,305506,654,-1988,-1334
New York,Allegany County,46332,46091,32,-351,-319
New York,Bronx County,1432087,1418207,11429,-29590,-18161
New York,Broome County,191925,190488,309,-1358,-1049
New York,Cattaraugus County,76726,76117,11,-411,-400
New York,Cayuga County,77121,76576,50,-402,-352
New York,Chautauqua County,127472,126903,218,-945,-727
New York,Chemung County,83935,83456,24,-726,-702
New York,Chenango County,47445,47207,-2,-244,-246
New York,Clinton County,80679,80485,60,28,88
New York,Columbia County,59785,59461,44,-401,-357
New York,Cortland County,47722,47581,22,-136,-114
New York,Delaware County,44526,44135,30,-351,-321
New York,Dutchess County,293939,294218,258,177,435
New York,Erie County,919717,918702,2376,-1836,540
New York,Essex County,37288,36885,9,-114,-105
New York,Franklin County,50279,50022,15,-140,-125
New York,Fulton County,53633,53383,6,-104,-98
New York,Genesee County,57487,57280,17,-247,-230
New York,Greene County,47381,47188,55,72,127
New York,Hamilton County,4432,4416,-2,7,5
New York,Herkimer County,61713,61319,5,-353,-348
New York,Jefferson County,111866,109834,-118,-2147,-2265
New York,Kings County,2578074,2559903,8924,-46578,-37654
New York,Lewis County,26486,26296,6,-181,-175
New York,Livingston County,63213,62914,89,-257,-168
New York,Madison County,71117,70941,26,43,69
New York,Monroe County,742864,741770,2155,-3181,-1026
New York,Montgomery County,49394,49221,193,-10,183
New York,Nassau County,1357534,1356924,1840,-4581,-2741
New York,New York County,1629055,1628706,7599,-14992,-7393
New York,Niagara County,210060,209281,150,-669,-519
New York,Oneida County,229474,228671,486,-1126,-640
New York,Onondaga County,461649,460528,1126,-2076,-950
New York,Ontario County,109738,109777,146,157,303
New York,Orange County,382126,384940,243,-127,116
New York,Orleans County,40655,40352,29,-149,-120
New York,Oswego County,117515,117124,68,-1076,-1008
New York,Otsego County,59810,59493,32,46,78
New York,Putnam County,98814,98320,83,-239,-156
New York,Queens County,2274605,2253858,10411,-44443,-34032
New York,Rensselaer County,159283,158714,149,-96,53
New York,Richmond County,476260,476143,397,-1196,-799
New York,Rockland County,325522,325789,540,-2806,-2266
New York,St. Lawrence County,108327,107740,96,-429,-333
New York,Saratoga County,230170,229863,99,752,851
New York,Schenectady County,155079,155299,344,-277,67
New York,Schoharie County,31146,30999,5,-65,-60
New York,Schuyler County,17884,17807,6,15,21
New York,Seneca County,34179,34016,16,-62,-46
New York,Steuben County,95860,95379,47,-515,-468
New York,Suffolk County,1480830,1476601,1862,-7062,-5200
New York,Sullivan County,75399,75432,200,151,351
New York,Tioga County,48441,48203,-7,-126,-133
New York,Tompkins County,102419,102180,476,-794,-318
New York,Ulster County,178418,177573,210,-146,64
New York,Warren County,64215,63944,26,-58,-32
New York,Washington County,61274,61204,9,-168,-159
New York,Wayne County,90200,89918,39,-332,-293
New York,Westchester County,968213,967506,2320,-6735,-4415
New York,Wyoming County,40023,39859,8,-225,-217
New York,Yates County,24951,24913,9,-89,-80
North Carolina,North Carolina,10381615,10488084,14913,71915,86828
North Carolina,Alamance County,166514,169509,78,2806,2884
North Carolina,Alexander County,37331,37497,0,227,227
North Carolina,Alleghany County,11138,11137,5,171,176
North Carolina,Anson County,24470,24446,30,-369,-339
North Carolina,Ashe County,27099,27203,-13,455,442
North Carolina,Avery County,17528,17557,9,72,81
North Carolina,Beaufort County,47056,46994,3,201,204
North Carolina,Bertie County,19106,18947,31,-112,-81
North Carolina,Bladen County,33151,32722,21,-183,-162
North Carolina,Brunswick County,136880,142820,-9,6649,6640
North Carolina,Buncombe County,259259,261191,134,2268,2402
North Carolina,Burke County,90405,90485,65,339,404
North Carolina,Cabarrus County,211597,216453,196,3503,3699
North Carolina,Caldwell County,82026,82178,57,228,285
North Carolina,Camden County,10676,10867,11,99,110
North Carolina,Carteret County,69438,69473,15,913,928
North Carolina,Caswell County,22634,22604,12,77,89
North Carolina,Catawba County,158687,159551,238,692,930
North Carolina,Chatham County,73127,74470,-6,1978,1972
North Carolina,Cherokee County,28369,28612,-14,553,539
North Carolina,Chowan County,14065,13943,0,63,63
North Carolina,Clay County,11124,11231,-9,206,197
North Carolina,Cleveland County,97519,97947,57,437,494
North Carolina,Columbus County,55819,55508,18,-132,-114
North Carolina,Craven County,102338,102139,-102,-334,-436
North Carolina,Cumberland County,333430,335509,202,-642,-440
North Carolina,Currituck County,27016,27763,3,696,699
North Carolina,Dare County,36607,37009,44,405,449
North Carolina,Davidson County,166358,167609,19,1276,1295
North Carolina,Davie County,42563,42846,2,289,291
North Carolina,Duplin County,58991,58741,135,-200,-65
North Carolina,Durham County,316979,321488,1463,1299,2762
North Carolina,Edgecombe County,51984,51472,24,-689,-665
North Carolina,Forsyth County,379216,382295,546,1824,2370
North Carolina,Franklin County,67625,69685,101,1334,1435
North Carolina,Gaston County,222630,224529,74,2709,2783
North Carolina,Gates County,11563,11562,6,88,94
North Carolina,Graham County,8461,8441,1,-26,-25
North Carolina,Granville County,59979,60443,15,569,584
North Carolina,Greene County,21106,21069,16,113,129
North Carolina,Guilford County,532607,537174,1187,1582,2769
North Carolina,Halifax County,50634,50010,9,-537,-528
North Carolina,Harnett County,134336,135976,105,1090,1195
North Carolina,Haywood County,61890,62317,-20,1110,1090
North Carolina,Henderson County,116500,117417,-21,1607,1586
North Carolina,Hertford County,23878,23677,36,-28,8
North Carolina,Hoke County,54695,55234,51,4,55
North Carolina,Hyde County,5026,4937,-1,-200,-201
North Carolina,Iredell County,178332,181806,163,2293,2456
North Carolina,Jackson County,43600,43938,116,265,381
North Carolina,Johnston County,202692,209339,208,5312,5520
North Carolina,Jones County,9613,9419,-1,48,47
North Carolina,Lee County,61208,61779,81,505,586
North Carolina,Lenoir County,55990,55949,41,-546,-505
North Carolina,Lincoln County,84092,86111,53,1487,1540
North Carolina,McDowell County,45465,45756,39,404,443
North Carolina,Macon County,35274,35858,52,717,769
North Carolina,Madison County,21665,21755,18,142,160
North Carolina,Martin County,22660,22440,-1,-34,-35
North Carolina,Mecklenburg County,1093750,1110356,4690,2872,7562
North Carolina,Mitchell County,14996,14964,18,87,105
North Carolina,Montgomery County,27077,27173,-5,-206,-211
North Carolina,Moore County,98805,100880,46,1443,1489
North Carolina,Nash County,94094,94298,34,54,88
North Carolina,New Hanover County,232256,234473,132,3172,3304
North Carolina,Northampton County,19698,19483,7,-118,-111
North Carolina,Onslow County,196915,197938,-558,-328,-886
North Carolina,Orange County,147980,148476,507,3465,3972
North Carolina,Pamlico County,12633,12726,1,82,83
North Carolina,Pasquotank County,39583,39824,36,94,130
North Carolina,Pender County,62017,63060,14,1236,1250
North Carolina,Perquimans County,13381,13463,-8,-11,-19
North Carolina,Person County,39436,39490,-8,144,136
North Carolina,Pitt County,179575,180742,116,149,265
North Carolina,Polk County,20668,20724,13,259,272
North Carolina,Randolph County,143249,143667,47,161,208
North Carolina,Richmond County,44888,44829,2,49,51
North Carolina,Robeson County,131884,130625,67,-1101,-1034
North Carolina,Rockingham County,90617,91010,4,100,104
North Carolina,Rowan County,141128,142088,132,605,737
North Carolina,Rutherford County,66775,67029,-6,434,428
North Carolina,Sampson County,63345,63531,145,-211,-66
North Carolina,Scotland County,34751,34823,13,-438,-425
North Carolina,Stanly County,62180,62806,10,665,675
North Carolina,Stokes County,45511,45591,23,-68,-45
North Carolina,Surry County,71959,71783,65,-51,14
North Carolina,Swain County,14249,14271,-3,49,46
North Carolina,Transylvania County,34173,34385,-3,529,526
North Carolina,Tyrrell County,4115,4016,0,-53,-53
North Carolina,Union County,235830,239859,37,3563,3600
North Carolina,Vance County,44635,44535,43,250,293
North Carolina,Wake County,1091273,1111761,3334,9362,12696
North Carolina,Warren County,19819,19731,-6,63,57
North Carolina,Washington County,11769,11580,-8,-138,-146
North Carolina,Watauga County,56034,56177,42,796,838
North Carolina,Wayne County,123237,123131,186,-285,-99
North Carolina,Wilkes County,68563,68412,55,169,224
North Carolina,Wilson County,81392,81801,90,-151,-61
North Carolina,Yadkin County,37481,37667,18,-85,-67
North Carolina,Yancey County,17873,18069,-2,234,232
North Dakota,North Dakota,758080,762062,1063,-2358,-1295
North Dakota,Adams County,2276,2216,5,-51,-46
North Dakota,Barnes County,10527,10415,-6,-106,-112
North Dakota,Benson County,6958,6832,1,-66,-65
North Dakota,Billings County,918,928,2,-8,-6
North Dakota,Bottineau County,6398,6282,4,-108,-104
North Dakota,Bowman County,3067,3024,0,-87,-87
North Dakota,Burke County,2094,2115,0,-50,-50
North Dakota,Burleigh County,95276,95626,134,-560,-426
North Dakota,Cass County,180294,181923,414,804,1218
North Dakota,Cavalier County,3811,3762,14,8,22
North Dakota,Dickey County,4931,4872,9,57,66
North Dakota,Divide County,2264,2264,8,-35,-27
North Dakota,Dunn County,4328,4424,9,0,9
North Dakota,Eddy County,2309,2287,0,-9,-9
North Dakota,Emmons County,3278,3241,3,-14,-11
North Dakota,Foster County,3207,3210,-2,-46,-48
North Dakota,Golden Valley County,1763,1761,0,-33,-33
North Dakota,Grand Forks County,70355,69451,34,-599,-565
North Dakota,Grant County,2354,2274,0,-15,-15
North Dakota,Griggs County,2228,2231,0,-17,-17
North Dakota,Hettinger County,2503,2499,0,9,9
North Dakota,Kidder County,2453,2480,5,-35,-30
North Dakota,LaMoure County,4075,4046,3,-45,-42
North Dakota,Logan County,1887,1850,5,-40,-35
North Dakota,McHenry County,5808,5745,0,-93,-93
North Dakota,McIntosh County,2566,2497,0,-10,-10
North Dakota,McKenzie County,13594,15024,-6,706,700
North Dakota,McLean County,9529,9450,1,-125,-124
North Dakota,Mercer County,8266,8187,-4,-208,-212
North Dakota,Morton County,31058,31364,123,-131,-8
North Dakota,Mountrail County,10239,10545,29,-171,-142
North Dakota,Nelson County,2885,2879,25,-17,8
North Dakota,Oliver County,1945,1959,0,-3,-3
North Dakota,Pembina County,6895,6801,14,-70,-56
North Dakota,Pierce County,4070,3975,0,-21,-21
North Dakota,Ramsey County,11580,11519,19,-83,-64
North Dakota,Ransom County,5224,5218,1,-50,-49
North Dakota,Renville County,2358,2327,0,-90,-90
North Dakota,Richland County,16229,16177,-7,-104,-111
North Dakota,Rolette County,14349,14176,2,-354,-352
North Dakota,Sargent County,3851,3898,3,-22,-19
North Dakota,Sheridan County,1342,1315,0,-14,-14
North Dakota,Sioux County,4377,4230,2,-83,-81
North Dakota,Slope County,761,750,1,-15,-14
North Dakota,Stark County,30893,31489,32,293,325
North Dakota,Steele County,1892,1890,0,-21,-21
North Dakota,Stutsman County,20875,20704,11,-268,-257
North Dakota,Towner County,2185,2189,14,-69,-55
North Dakota,Traill County,8020,8036,4,1,5
North Dakota,Walsh County,10645,10641,17,-171,-154
North Dakota,Ward County,67713,67641,94,-1526,-1432
North Dakota,Wells County,3908,3834,1,-76,-75
North Dakota,Williams County,35469,37589,45,1483,1528
Ohio,Ohio,11676341,11689100,13237,-12281,956
Ohio,Adams County,27694,27698,5,-89,-84
Ohio,Allen County,102725,102351,5,-523,-518
Ohio,Ashland County,53706,53484,54,-53,1
Ohio,Ashtabula County,97587,97241,125,-233,-108
Ohio,Athens County,65519,65327,136,-1130,-994
Ohio,Auglaize County,45736,45656,17,-111,-94
Ohio,Belmont County,67533,67006,-11,-155,-166
Ohio,Brown County,43570,43432,-8,112,104
Ohio,Butler County,382000,383134,441,-112,329
Ohio,Carroll County,27082,26914,-2,-201,-203
Ohio,Champaign County,38785,38885,3,-80,-77
Ohio,Clark County,134528,134083,30,32,62
Ohio,Clermont County,205526,206428,58,747,805
Ohio,Clinton County,42085,41968,7,66,73
Ohio,Columbiana County,102473,101883,2,-332,-330
Ohio,Coshocton County,36596,36600,5,37,42
Ohio,Crawford County,41484,41494,13,-138,-125
Ohio,Cuyahoga County,1241718,1235072,2721,-8935,-6214
Ohio,Darke County,51299,51113,10,-314,-304
Ohio,Defiance County,38089,38087,9,-129,-120
Ohio,Delaware County,205091,209177,248,3028,3276
Ohio,Erie County,74513,74266,4,-116,-112
Ohio,Fairfield County,155982,157574,131,788,919
Ohio,Fayette County,28653,28525,6,22,28
Ohio,Franklin County,1307698,1316756,3877,-218,3659
Ohio,Fulton County,42267,42126,10,-41,-31
Ohio,Gallia County,29945,29898,14,-188,-174
Ohio,Geauga County,93945,93649,24,-45,-21
Ohio,Greene County,167446,168937,177,483,660
Ohio,Guernsey County,39011,38875,10,-31,-21
Ohio,Hamilton County,815445,817473,1224,-2610,-1386
Ohio,Hancock County,75920,75783,100,-241,-141
Ohio,Hardin County,31418,31365,-1,0,-1
Ohio,Harrison County,15167,15040,1,11,12
Ohio,Henry County,27091,27006,0,-118,-118
Ohio,Highland County,43052,43161,-1,88,87
Ohio,Hocking County,28357,28264,3,-60,-57
Ohio,Holmes County,43919,43960,-2,-381,-383
Ohio,Huron County,58364,58266,-4,-137,-141
Ohio,Jackson County,32366,32413,12,-10,2
Ohio,Jefferson County,65774,65325,-27,-275,-302
Ohio,Knox County,61900,62322,-5,490,485
Ohio,Lake County,230102,230149,205,84,289
Ohio,Lawrence County,59767,59463,-24,-65,-89
Ohio,Licking County,175666,176862,56,1680,1736
Ohio,Logan County,45332,45672,-2,55,53
Ohio,Lorain County,309052,309833,610,975,1585
Ohio,Lucas County,429612,428348,265,-2542,-2277
Ohio,Madison County,44389,44731,16,314,330
Ohio,Mahoning County,229216,228683,350,-346,4
Ohio,Marion County,65427,65093,42,307,349
Ohio,Medina County,178978,179746,22,642,664
Ohio,Meigs County,23064,22907,-3,49,46
Ohio,Mercer County,40952,41172,7,-206,-199
Ohio,Miami County,106042,106987,41,736,777
Ohio,Monroe County,13787,13654,-2,-90,-92
Ohio,Montgomery County,531600,531687,555,-777,-222
Ohio,Morgan County,14581,14508,0,-54,-54
Ohio,Morrow County,35113,35328,-6,144,138
Ohio,Muskingum County,86131,86215,41,-61,-20
Ohio,Noble County,14347,14424,-2,-51,-53
Ohio,Ottawa County,40769,40525,-5,336,331
Ohio,Paulding County,18742,18672,3,-108,-105
Ohio,Perry County,36039,36134,6,-3,3
Ohio,Pickaway County,58077,58457,-1,348,347
Ohio,Pike County,27932,27772,-2,-110,-112
Ohio,Portage County,162502,162466,299,-155,144
Ohio,Preble County,41011,40882,20,-97,-77
Ohio,Putnam County,33802,33861,9,-176,-167
Ohio,Richland County,120987,121154,15,631,646
Ohio,Ross County,76884,76666,8,-419,-411
Ohio,Sandusky County,58740,58518,5,-330,-325
Ohio,Scioto County,75480,75314,7,-332,-325
Ohio,Seneca County,55194,55178,36,-108,-72
Ohio,Shelby County,48622,48590,34,-285,-251
Ohio,Stark County,371248,370606,26,-467,-441
Ohio,Summit County,541353,541013,639,-889,-250
Ohio,Trumbull County,198539,197974,6,-1202,-1196
Ohio,Tuscarawas County,92079,91987,81,-376,-295
Ohio,Union County,57782,58988,36,664,700
Ohio,Van Wert County,28253,28275,19,-84,-65
Ohio,Vinton County,13145,13085,0,50,50
Ohio,Warren County,231945,234602,231,2465,2696
Ohio,Washington County,60111,59911,9,-227,-218
Ohio,Wayne County,115790,115710,47,-740,-693
Ohio,Williams County,36739,36692,-6,49,43
Ohio,Wood County,130441,130817,99,-272,-173
Ohio,Wyandot County,21918,21772,24,-136,-112
Oklahoma,Oklahoma,3940235,3956971,4353,-4408,-55
Oklahoma,Adair County,22224,22194,3,63,66
Oklahoma,Alfalfa County,5765,5702,6,-149,-143
Oklahoma,Atoka County,13795,13758,3,-28,-25
Oklahoma,Beaver County,5318,5311,12,-62,-50
Oklahoma,Beckham County,21720,21859,3,-131,-128
Oklahoma,Blaine County,9454,9429,16,-70,-54
Oklahoma,Bryan County,47191,47995,13,675,688
Oklahoma,Caddo County,29028,28762,45,-345,-300
Oklahoma,Canadian County,144426,148306,66,3607,3673
Oklahoma,Carter County,48213,48111,4,-126,-122
Oklahoma,Cherokee County,48607,48657,42,-342,-300
Oklahoma,Choctaw County,14698,14672,0,-131,-131
Oklahoma,Cimarron County,2165,2137,2,-5,-3
Oklahoma,Cleveland County,281166,284014,356,554,910
Oklahoma,Coal County,5520,5495,0,-111,-111
Oklahoma,Comanche County,120528,120749,-32,-1846,-1878
Oklahoma,Cotton County,5820,5666,0,-47,-47
Oklahoma,Craig County,14300,14142,0,31,31
Oklahoma,Creek County,71730,71522,51,-162,-111
Oklahoma,Custer County,28995,29003,55,-123,-68
Oklahoma,Delaware County,42814,43009,8,301,309
Oklahoma,Dewey County,4931,4891,8,17,25
Oklahoma,Ellis County,3939,3859,7,-19,-12
Oklahoma,Garfield County,61095,61056,156,-879,-723
Oklahoma,Garvin County,27746,27711,29,-104,-75
Oklahoma,Grady County,55448,55834,24,573,597
Oklahoma,Grant County,4321,4333,0,-55,-55
Oklahoma,Greer County,5814,5712,-2,39,37
Oklahoma,Harmon County,2691,2653,3,-28,-25
Oklahoma,Harper County,3727,3688,22,-88,-66
Oklahoma,Haskell County,12636,12627,6,-70,-64
Oklahoma,Hughes County,13305,13279,3,55,58
Oklahoma,Jackson County,24775,24530,22,-501,-479
Oklahoma,Jefferson County,6106,6002,1,-37,-36
Oklahoma,Johnston County,11020,11085,1,-101,-100
Oklahoma,Kay County,43944,43538,-2,-405,-407
Oklahoma,Kingfisher County,15814,15765,9,87,96
Oklahoma,Kiowa County,8732,8708,2,-117,-115
Oklahoma,Latimer County,10175,10073,2,-132,-130
Oklahoma,Le Flore County,50093,49853,39,118,157
Oklahoma,Lincoln County,34837,34877,3,-113,-110
Oklahoma,Logan County,47248,48011,0,308,308
Oklahoma,Love County,10156,10253,6,65,71
Oklahoma,McClain County,39887,40474,9,564,573
Oklahoma,McCurtain County,32967,32832,90,-203,-113
Oklahoma,McIntosh County,19745,19596,1,176,177
Oklahoma,Major County,7627,7629,10,-60,-50
Oklahoma,Marshall County,16727,16931,5,331,336
Oklahoma,Mayes County,41210,41100,11,221,232
Oklahoma,Murray County,13968,14073,5,98,103
Oklahoma,Muskogee County,68324,67997,7,-559,-552
